ascii_name,description,genus_pk,id,iso_codes,jsondata,latitude,longitude,macroarea,markup_description,name,pk,samples_100,samples_200
mbabaram,,794,mbb,,{},-17.1666666667,145.0,Australia,,Mbabaram,1611,False,False
mbalanhu,,274,mhu,lnb,{},-17.5,15.0,Africa,,Mbalanhu,990,False,False
mbara,,5,mbr,mpk,{},11.0,15.4166666667,Africa,,Mbara,1654,False,False
mbay,,305,mby,myb,{},8.25,17.5,Africa,,Mbay,2156,False,False
mbe,,274,mbz,mtk,{},6.28333333333,11.0833333333,Africa,,Mbe',170,False,False
mbere,,274,mbe,mdt,{},-0.5,14.0,Africa,,Mbere,1131,False,False
mbili,,274,mbi,baw,{},6.11666666667,10.2,Africa,,Mbili,1556,False,False
mbodomo,,537,mdo,gmm,{},4.5,15.5,Africa,,Mbodomo,1364,False,False
mbole,,274,mbl,mdq,{},-0.666666666667,24.6666666667,Africa,,Mbole,1087,False,False
mbosi,,274,mdw,mdw,{},-1.25,15.5,Africa,,Mbosi,2593,False,False
mbugu,,1,mbg,mhd,{},-4.33333333333,38.1666666667,Africa,,Mbugu,719,False,False
mbum,,817,mbm,mdd,{},7.75,13.1666666667,Africa,,Mbum,1959,False,False
meen,,322,mee,mym,{},5.0,37.0,Africa,,Me'en,1766,False,False
mehek,,371,mhk,nux,{},-3.75,142.5,Papunesia,,Mehek,559,False,False
mehri,,10,meh,gdq,{},17.0,51.5,Eurasia,,Mehri,1960,False,False
meithei,,386,mei,mni,{},24.75,94.0,Eurasia,,Meithei,2494,True,True
mekens,,454,mek,skf,{},-12.5,-61.5,South America,,Mekens,1517,False,False
mekeo,,87,mke,mek,{},-8.33333333333,146.5,Papunesia,,Mekeo,1190,False,False
melanau,,518,mel,mel,{},2.5,111.5,Papunesia,,Melanau,171,False,False
melayu betawi,,331,meb,bew,{},-6.5,107.0,Papunesia,,Melayu Betawi,560,False,False
mende,,292,mde,men,{},7.83333333333,-11.5,Africa,,Mende,2116,False,False
menomini,,17,men,mez,{},45.5,-88.3333333333,North America,,Menomini,2079,False,False
mentawai,,521,mnt,mwv,{},-1.5,99.0,Papunesia,,Mentawai,991,False,False
mentuh tapuh,,95,mta,sdo,{},1.25,111.0,Papunesia,,Mentuh Tapuh,720,False,False
menya,,449,mey,mcr,{},-7.25,146.0,Papunesia,,Menya,721,False,False
meryam mir,,490,mer,ulk,{},-9.91666666667,144.083333333,Papunesia,,Meryam Mir,1518,False,False
meyah,,151,mea,mej,{},-1.16666666667,133.5,Papunesia,,Meyah,1612,False,False
mian,,441,mpt,mpt,{},-4.75,141.5,Papunesia,,Mian,2642,False,False
michif,,17,mcf,crg,{},52.0,-100.166666667,North America,,Michif,172,False,False
micmac,,17,mic,mic,{},45.0,-63.0,North America,,Micmac,992,False,False
midob,,307,mid,mei,{},15.0833333333,26.25,Africa,,Midob,938,False,False
mien,,169,mie,ium,{},25.0,111.0,Eurasia,,Mien,2080,False,False
migama,,2,mig,mmy,{},12.1666666667,19.8333333333,Africa,,Migama,561,False,False
miisiirii,,311,mii,tma,{},13.5,22.0,Africa,,Miisiirii,939,False,False
miju,,382,mij,mxj,{},29.0,96.0,Eurasia,,Miju,390,False,False
mikarew,,234,mkr,msy,{},-4.41666666667,144.916666667,Papunesia,,Mikarew,391,False,False
mikasuki,,260,mki,mik,{},32.0,-85.0,North America,,Mikasuki,1409,False,False
mikir,,386,mik,mjw,{},26.3333333333,93.5,Eurasia,,Mikir,1840,False,False
milang,,382,mil,adi,{},28.5,95.25,Eurasia,,Milang,818,False,False
mina,,5,hna,hna,{},10.3333333333,13.8333333333,Africa,,Mina,2602,False,False
minangkabau,,519,min,min,{},-1.0,101.0,Papunesia,,Minangkabau,2063,False,False
minaveha,,87,mnv,mvn,{},-9.6,150.466666667,Papunesia,,Minaveha,1132,False,False
mingrelian,,205,mgl,xmf,{},42.5,42.0,Eurasia,,Mingrelian,392,False,False
min southern,,375,hok,nan,{},25.0,118.0,Eurasia,,Min (Southern),685,False,False
miri (hill),,382,mhl,mrg,{},27.9166666667,93.8333333333,Eurasia,,Miri (Hill):,2626,False,False
miriwung,,56,mir,mep,{},-15.6666666667,129.0,Australia,,Miriwung,886,False,False
mirniny,,793,mrj,nju,{},-31.0,129.0,Australia,,Mirniny,2566,False,False
mising,,382,msg,mrg,{},28.5,94.8333333333,Eurasia,,Mising,1807,False,False
miskito,,251,mis,miq,{},14.0,-83.6666666667,North America,,Miskito,2239,False,False
miskito coast english creole,,331,mce,bzj,{},16.25,-88.8333333333,North America,,Mískito Coast English Creole,173,False,False
mituku,,274,mit,zmq,{},-1.66666666667,25.5,Africa,,Mituku,393,False,False
miwok (bodega),,350,mkb,csi,{},38.3333333333,-123.0,North America,,Miwok (Bodega),394,False,False
miwok (central sierra),,350,mcs,csm,{},38.0,-120.333333333,North America,,Miwok (Central Sierra),940,False,False
miwok (lake),,350,mwl,lmw,{},38.9166666667,-122.666666667,North America,,Miwok (Lake),395,False,False
miwok (northern sierra),,350,mwn,nsq,{},38.3333333333,-120.666666667,North America,,Miwok (Northern Sierra),941,False,False
miwok (plains),,350,mwp,pmw,{},38.0,-121.0,North America,,Miwok (Plains),396,False,False
miwok (southern sierra),,350,mss,skd,{},37.5,-120.0,North America,,Miwok (Southern Sierra),2405,False,True
mixe (ayutla),,252,mxx,mxp,{},17.0833333333,-96.0833333333,North America,,Mixe (Ayutla),2661,False,False
mixe (coatlan),,252,mco,mco,{},16.9166666667,-95.6666666667,North America,,Mixe (Coatlán),1557,False,False
mixe (tlahuitoltepec),,252,mth,mxp,{},17.0833333333,-96.1666666667,North America,,Mixe (Tlahuitoltepec),397,False,False
mixe (totontepec),,252,mtp,mto,{},17.25,-96.0,North America,,Mixe (Totontepec),1365,False,False
mixtec (alacatlatzala),,334,mxl,mim,{},17.25,-98.5833333333,North America,,Mixtec (Alacatlatzala),174,False,False
mixtec (atatlahuca),,334,mxa,mib,{},17.0,-97.75,North America,,Mixtec (Atatlahuca),942,False,False
mixtec (ayutla),,334,mxt,miy,{},16.9166666667,-99.1666666667,North America,,Mixtec (Ayutla),562,False,False
mixtec (chalcatongo),,334,mxc,mig,{},17.05,-97.5833333333,North America,,Mixtec (Chalcatongo),2483,True,True
mixtec (chayuco),,334,mxu,mih,{},16.4166666667,-97.8333333333,North America,,Mixtec (Chayuco),398,False,False
mixtec (coatzospan),,334,mxz,miz,{},18.0833333333,-96.5833333333,North America,,Mixtec (Coatzospan),399,False,False
mixtec (jamiltepec),,334,mja,mxt,{},16.25,-97.8333333333,North America,,Mixtec (Jamiltepec),564,False,False
mixtec (jicaltepec),,334,mxj,mio,{},16.3333333333,-98.0,North America,,Mixtec (Jicaltepec),1655,False,False
mixtec (molinos),,334,mxm,mig,{},17.0,-97.5833333333,North America,,Mixtec (Molinos),1191,False,False
mixtec (ocotepec),,334,mxo,mie,{},17.1666666667,-97.75,North America,,Mixtec (Ocotepec),1841,False,False
mixtec (penoles),,334,mxp,mil,{},17.0833333333,-96.9166666667,North America,,Mixtec (Peñoles),2064,False,False
mixtec (san juan colorado),,334,mjc,mjc,{},16.5,-98.0,North America,,Mixtec (San Juan Colorado),400,False,False
mixtec (san miguel el grande),,334,mxg,mig,{},17.05,-97.5666666667,North America,,Mixtec (San Miguel el Grande),401,False,False
mixtec (silacayoapan),,334,mxs,mks,{},17.5,-98.1666666667,North America,,Mixtec (Silacayoapan),402,False,False
mixtec (yosondua),,334,mxy,mpm,{},16.9166666667,-97.5833333333,North America,,Mixtec (Yosondúa),1656,False,False
miya,,6,miy,mkf,{},10.9166666667,9.66666666667,Africa,,Miya,2278,False,False
mizo,,386,miz,lus,{},23.1666666667,92.8333333333,Eurasia,,Mizo,2139,False,False
mlabri (minor),,811,mlm,mra,{},18.5,101.0,Eurasia,,Mlabri (Minor),1657,False,False
moca,,13,moc,moy,{},7.58333333333,35.5,Africa,,Moca,404,False,False
mochica,,132,mcc,,{},-7.5,-79.3333333333,South America,,Mochica,819,False,False
mocovi,,696,mcv,moc,{},-28.0,-60.5,South America,,Mocoví,2677,False,False
mofugudur,,5,mof,mif,{},10.5,14.0,Africa,,Mofu-Gudur,1410,False,False
moghol,,20,mog,mhj,{},35.0,62.0,Eurasia,,Moghol,1875,False,False
mohawk,,192,moh,moh,{},43.5,-74.25,North America,,Mohawk,2065,False,False
mojave,,170,moj,mov,{},34.6666666667,-114.583333333,North America,,Mojave,1088,False,False
mokilese,,87,mok,mkj,{},6.66666666667,159.75,Papunesia,,Mokilese,2294,False,False
mokilko,,2,mko,moz,{},11.9166666667,18.0833333333,Africa,,Mokilko,565,False,False
molala,,351,mll,mbe,{},44.5,-122.5,North America,,Molala,175,False,False
moldavian,,184,mol,ron,{},47.0,29.0,Eurasia,,Moldavian,176,False,False
mombum,,253,mom,mso,{},-8.25,138.75,Papunesia,,Mombum,1042,False,False
momu,,824,fqs,fqs,{},-3.0,141.583333333,Papunesia,,Momu,2649,False,False
momuna,,443,mqf,mqf,{},-4.83333333333,139.25,Papunesia,,Momuna,2641,False,False
mon,,65,mon,mnw,{},14.8333333333,100.5,Eurasia,,Mon,1905,False,False
mondunga,,287,mga,ndt,{},2.25,21.5,Africa,,Mondunga,1613,False,False
mongo,,274,mgo,lol,{},0.0,21.0,Africa,,Mongo,1411,False,False
mongol (khamnigan),,20,mkh,,{},49.0,117.0,,,Mongol (Khamnigan),1133,False,False
mongondow,,513,mgd,mog,{},0.666666666667,124.0,Papunesia,,Mongondow,566,False,False
moni,,436,mni,mnz,{},-3.66666666667,137.0,Papunesia,,Moni,1043,False,False
monoalu,,87,moa,mte,{},-7.05,155.75,Papunesia,,Mono-Alu,1767,False,False
mono (in united states),,477,mno,mnr,{},38.0,-119.0,North America,,Mono (in United States),1696,False,False
montagnais,,17,mtg,moe,{},52.0,-65.0,North America,,Montagnais,993,False,False
monumbo,,254,mbo,mxk,{},-4.25,145.0,Papunesia,,Monumbo,887,False,False
moore,,808,moo,mos,{},12.8333333333,-1.25,Africa,,Mooré,1977,False,False
mopan,,250,mop,mop,{},16.5833333333,-88.6666666667,North America,,Mopan,820,False,False
mor,,79,mor,mhz,{},-2.95,135.75,Papunesia,,Mor,1876,False,False
moraori,,527,mri,mok,{},-8.58333333333,140.666666667,Papunesia,,Moraori,1134,False,False
mordvin (erzya),,467,moe,myv,{},53.0,45.5,Eurasia,,Mordvin (Erzya),1978,False,False
mordvin (moksha),,467,mmo,mdf,{},54.0,44.0,Eurasia,,Mordvin (Moksha),888,False,False
moro,,285,mro,mor,{},11.0,30.1666666667,Africa,,Moro,2177,False,False
moru,,304,mou,mgd,{},4.75,29.75,Africa,,Moru,1906,False,False
moseten,,257,mos,cas,{},-14.75,-67.8333333333,South America,,Mosetén,2066,False,False
motu,,87,mtu,meu,{},-9.33333333333,147.0,Papunesia,,Motu,1938,False,False
motuna,,152,mot,siw,{},-6.61666666667,155.416666667,Papunesia,,Motuna,1728,False,False
movima,,258,mov,mzp,{},-13.8333333333,-65.6666666667,South America,,Movima,1558,False,False
mpongwe,,274,mpo,mye,{},-1.25,9.5,Africa,,Mpongwe,943,False,False
mpur,,492,mpu,akc,{},-0.75,133.25,Papunesia,,Mpur,1519,False,False
mudburra,,793,mdb,dmw,{},-17.3333333333,132.083333333,Australia,,Mudburra,177,False,False
mufian,,427,aoj,aoj,{},-3.5,143.0,Papunesia,,Mufian,2656,False,False
muher,,10,muh,sgw,{},8.16666666667,38.1666666667,Africa,,Muher,178,False,False
muinane,,179,mui,bmr,{},-1.0,-72.5,South America,,Muinane,1842,False,False
muisca,,801,msc,chb,{},5.0,-74.0,South America,,Muisca,1469,False,False
mulao,,404,mul,mlm,{},25.0,108.0,Eurasia,,Mulao,994,False,False
mumuye,,816,mum,mzm,{},9.0,11.6666666667,Africa,,Mumuye,2240,False,False
mun,,169,mnu,mji,{},19.0,110.0,Eurasia,,Mun,179,False,False
muna,,526,mna,mnb,{},-5.0,122.5,Papunesia,,Muna,2269,False,False
mundang,,817,mdg,mua,{},9.66666666667,14.5,Africa,,Mundang,1412,False,False
mundani,,274,mud,mnf,{},5.66666666667,9.91666666667,Africa,,Mundani,1044,False,False
mundari,,66,mun,unr,{},23.0,84.6666666667,Eurasia,,Mundari,2433,False,True
mundu,,287,mdu,muh,{},4.5,30.0,Africa,,Mündü,722,False,False
munduruku,,459,muu,myu,{},-7.0,-58.0,South America,,Mundurukú,1192,False,False
mungaka,,274,mgk,mhk,{},5.91666666667,10.0,Africa,,Mungaka,1256,False,False
munsee,,17,mse,umu,{},41.5,-74.6666666667,North America,,Munsee,995,False,False
munzombo,,287,mnz,moj,{},3.0,18.4166666667,Africa,,Munzombo,2588,False,False
muong,,67,muo,mtq,{},20.5,105.083333333,Eurasia,,Muong,180,False,False
mupun,,6,mup,sur,{},9.5,8.83333333333,Africa,,Mupun,2270,False,False
murik,,231,mrk,mtf,{},-3.83333333333,144.25,Papunesia,,Murik,568,False,False
murle,,322,mrl,mur,{},6.5,33.5,Africa,,Murle,2384,False,True
murrinhpatha,,37,mpa,mwf,{},-14.6666666667,129.666666667,Australia,,Murrinh-Patha,2157,False,False
mursi,,322,mur,muz,{},5.58333333333,36.0833333333,Africa,,Mursi,1470,False,False
muruwari,,791,mrw,zmu,{},-28.75,147.0,Australia,,Muruwari,1729,False,False
musgu,,5,mgu,mug,{},10.8333333333,14.9166666667,Africa,,Musgu,1907,False,False
musom,,87,msm,msu,{},-6.58333333333,147.0,Papunesia,,Musom,1366,False,False
musqueam,,360,msq,hur,{},49.1666666667,-123.0,North America,,Musqueam,2659,False,False
mussau,,87,mus,emi,{},-1.45,149.616666667,Papunesia,,Mussau,1316,False,False
mutsun,,347,mut,css,{},36.8333333333,-121.5,North America,,Mutsun,1808,False,False
muyuw,,87,muy,myw,{},-9.08333333333,152.75,Papunesia,,Muyuw,406,False,False
mwera,,274,mwe,mwe,{},-9.0,39.0,Africa,,Mwera,1614,False,False
mwotlap,,87,mwo,mlv,{},-13.5833333333,167.583333333,Papunesia,,Mwotlap,1697,False,False
nabak,,434,nab,naf,{},-6.41666666667,147.0,Papunesia,,Nabak,1843,False,False
nadeb,,261,nad,mbj,{},-1.0,-66.5,South America,,Nadëb,1559,False,False
nadroga,,87,ndr,fij,{},-18.0833333333,177.416666667,Papunesia,,Nadroga,2639,False,False
nafaanra,,806,naf,nfr,{},8.0,-2.58333333333,Africa,,Nafaanra,723,False,False
naga (mao),,386,nma,nbi,{},25.5,94.3333333333,Eurasia,,Naga (Mao),1730,False,False
naga pidgin,,331,npn,nag,{},25.6666666667,94.0,Eurasia,,Naga Pidgin,407,False,False
naga (tangkhul),,386,ngt,nmf,{},25.0,94.5,Eurasia,,Naga (Tangkhul),1877,False,False
nagatman,,496,nag,nce,{},-3.75,141.5,Papunesia,,Nagatman,1560,False,False
naga (zeme),,386,nze,nzm,{},25.1666666667,93.5,Eurasia,,Naga (Zeme),1471,False,False
nahali,,265,nah,nll,{},19.75,77.8333333333,Eurasia,,Nahali,1317,False,False
nahuatl (central),,476,nhc,nhn,{},19.0,-98.25,North America,,Nahuatl (Central),181,False,False
nahuatl (huasteca),,476,nhh,"nhe, nhw",{},22.0,-99.0,North America,,Nahuatl (Huasteca),1768,False,False
nahuatl (huauchinango),,476,nhu,,{},20.1666666667,-98.0833333333,,,Nahuatl (Huauchinango),408,False,False
nahuatl (mecayapan isthmus),,476,nmi,nhx,{},18.25,-94.8333333333,North America,,Nahuatl (Mecayapan Isthmus),889,False,False
nahuatl (michoacan),,476,nhm,ncl,{},18.5,-103.0,North America,,Nahuatl (Michoacán),1731,False,False
nahuatl (milpa alta),,476,nmp,,{},19.25,-99.1666666667,,,Nahuatl (Milpa Alta),409,False,False
nahuatl (north puebla),,476,nhn,ncj,{},20.0,-98.25,North America,,Nahuatl (North Puebla),2102,False,False
nahuatl (pajapan),,476,npa,nhp,{},18.25,-94.75,North America,,Nahuatl (Pajapan),410,False,False
nahuatl (pochutla),,476,nhp,,{},15.75,-96.5,North America,,Nahuatl (Pochutla),182,False,False
nahuatl (sierra de zacapoaxtla),,476,nsz,azz,{},19.5833333333,-97.3333333333,North America,,Nahuatl (Sierra de Zacapoaxtla),569,False,False
nahuatl (tetelcingo),,476,nht,nhg,{},19.6666666667,-99.0,North America,,Nahuatl (Tetelcingo),2429,False,True
nahuatl (xalitla),,476,nhx,ngu,{},18.0,-99.5,North America,,Nahuatl (Xalitla),411,False,False
nai,,225,bio,bio,{},-3.71666666667,141.266666667,Papunesia,,Nai,2651,False,False
nakanai,,87,nak,nak,{},-5.58333333333,150.583333333,Papunesia,,Nakanai,2027,False,False
nakkara,,36,nkk,nck,{},-12.1166666667,134.416666667,Australia,,Nakkara,1045,False,False
nalik,,87,nal,nal,{},-2.95,151.333333333,Papunesia,,Nalik,1257,False,False
nama,,210,kho,naq,{},-25.5,18.0,Africa,,Nama,2493,True,True
nambas (big),,87,nbb,nmb,{},-16.0833333333,167.2,Papunesia,,Nambas (Big),1046,False,False
nambikuara (southern),,270,nmb,nab,{},-14.0,-59.5,South America,,Nambikuára (Southern),2229,False,False
namia,,372,nam,nnm,{},-3.83333333333,141.75,Papunesia,,Namia,1809,False,False
nanai,,21,nai,gld,{},49.5,137.0,Eurasia,,Nanai,1844,False,False
nancowry,,68,nnc,ncb,{},8.05,93.5,Eurasia,,Nancowry,1908,False,False
nande,,274,nde,nnb,{},-0.0833333333333,29.1666666667,Africa,,Nande,944,False,False
nandi,,320,nan,kln,{},0.25,35.0,Africa,,Nandi,2336,False,False
nanerge,,806,nrg,sen,{},11.75,-5.0,Africa,,Nanerge,2582,False,False
nankina,,434,nnk,nnk,{},-5.78333333333,146.45,Papunesia,,Nankina,1413,False,False
nanticoke,,17,nnt,nnt,{},38.0,-76.25,North America,,Nanticoke,183,False,False
nanumea,,87,nnm,tvl,{},-5.66666666667,176.116666667,Papunesia,,Nanumea,412,False,False
napu,,526,npu,npy,{},-1.33333333333,120.416666667,Papunesia,,Napu,724,False,False
nara (in ethiopia),,314,nar,nrb,{},15.0833333333,37.5833333333,Africa,,Nara (in Ethiopia),2178,False,False
narom,,518,nrm,nrm,{},4.41666666667,114.0,Papunesia,,Narom,184,False,False
narphu,,389,nph,npa,{},28.6666666667,84.25,Eurasia,,Nar-Phu,1732,False,False
nasioi,,152,nas,nas,{},-6.33333333333,155.583333333,Papunesia,,Nasioi,2230,False,False
naskapi,,17,nsk,nsk,{},56.0,-70.0,North America,,Naskapi,413,False,False
natchez,,271,nat,ncz,{},31.75,-91.3333333333,North America,,Natchez,1472,False,False
nateni,,808,ntn,ntm,{},10.5,1.16666666667,Africa,,Nateni,414,False,False
natugu,,87,nbk,ntu,{},-10.7833333333,165.866666667,Papunesia,,Natügu,1135,False,False
nauruan,,87,nau,nau,{},-0.5,166.916666667,Papunesia,,Nauruan,1047,False,False
navajo,,262,nav,nav,{},36.1666666667,-108.0,North America,,Navajo,2416,False,True
naxi,,384,nax,nxq,{},27.5,100.0,Eurasia,,Naxi,1520,False,False
ncam,,808,ncm,bud,{},9.33333333333,0.666666666667,Africa,,Ncàm,2584,False,False
ndebele (in south africa),,274,ndb,nbl,{},-25.3333333333,29.0,Africa,,Ndebele (in South Africa),1810,False,False
ndjebbana,,35,ndj,djj,{},-12.1666666667,134.116666667,Australia,,Ndjébbana,1878,False,False
ndogo,,287,ndg,ndz,{},7.75,27.0,Africa,,Ndogo,415,False,False
ndonga,,274,ndo,ndo,{},-18.0,17.0,Africa,,Ndonga,2003,False,False
ndumu,,274,ndu,nmd,{},-1.66666666667,13.5833333333,Africa,,Ndumu,1473,False,False
ndut,,822,ndt,ndv,{},14.9166666667,-16.9166666667,Africa,,Ndut,2047,False,False
ndyuka,,331,ndy,djk,{},4.5,-54.5,South America,,Ndyuka,2678,False,True
nederlandse gebarentaal,,330,ned,dse,{},52.25,5.5,Eurasia,,Nederlandse Gebarentaal,416,False,False
negidal,,21,neg,neg,{},53.0,139.0,Eurasia,,Negidal,417,False,False
nehan,,87,neh,nsn,{},-4.5,154.2,Papunesia,,Nehan,1474,False,False
nelemwa,,87,nel,nee,{},-20.25,164.083333333,Papunesia,,Nelemwa,996,False,False
nend,,437,nnd,anh,{},-5.0,144.916666667,Papunesia,,Nend,1136,False,False
nenets,,463,ntu,yrk,{},70.0,76.0,Eurasia,,Nenets,185,False,False
nenets forest,,463,nen,yrk,{},69.0,72.0,Eurasia,,Nenets (Forest),2425,False,True
nengone,,87,nne,nen,{},-21.5,168.0,Papunesia,,Nengone,1258,False,False
neoaramaic (amadiya),,10,naa,cld,{},37.0,43.0,Eurasia,,Neo-Aramaic (Amadiya),186,False,False
neoaramaic arbel jewish,,10,naj,aij,{},36.3833,44.0,Eurasia,,Neo-Aramaic (Arbel Jewish),2004,False,False
neoaramaic (assyrian),,10,nsy,aii,{},36.0,41.0,Eurasia,,Neo-Aramaic (Assyrian),570,False,False
neoaramaic (persian azerbaijan),,10,nap,trg,{},38.0,47.0,Eurasia,,Neo-Aramaic (Persian Azerbaijan),1318,False,False
nepali,,182,nep,nep,{},28.0,85.0,Eurasia,,Nepali,2290,False,False
nevome,,478,nev,ood,{},31.0,-112.5,North America,,Nevome,1769,False,False
newar (dolakha),,512,nwd,new,{},27.3333333333,86.0,Eurasia,,Newar (Dolakha),1770,False,False
newari (kathmandu),,512,new,new,{},27.6666666667,85.5,Eurasia,,Newari (Kathmandu),2158,False,False
new zealand sign language,,330,nzs,nzs,{},-43.0,172.0,Papunesia,,New Zealand Sign Language,418,False,False
neyo,,277,ney,ney,{},5.0,-6.0,Africa,,Neyo,2580,False,False
nez perce,,348,nez,nez,{},46.0,-116.0,North America,,Nez Perce,2411,False,True
ngaanyatjarra,,793,ntj,ntj,{},-26.0,126.5,Australia,,Ngaanyatjarra,1771,False,False
ngabere,,122,nbr,gym,{},8.66666666667,-82.0,North America,,Ngäbere,2117,False,False
ngada,,75,ngd,nxg,{},-8.83333333333,121.0,Papunesia,,Ngad'a,1811,False,False
ngadjumaja,,793,ngj,nju,{},-32.3333333333,123.833333333,Australia,,Ngadjumaja,1193,False,False
ngalakan,,34,ngl,nig,{},-14.25,134.0,Australia,,Ngalakan,2271,False,False
ngalkbun,,44,nkb,ngk,{},-13.5,134.833333333,Australia,,Ngalkbun,1414,False,False
ngambay,,305,ngm,sba,{},8.66666666667,16.0,Africa,,Ngambay,1961,False,False
nganasan,,463,nga,nio,{},71.0,93.0,Eurasia,,Nganasan,2048,False,False
ngandi,,32,ngn,nid,{},-13.8333333333,135.0,Australia,,Ngandi,1658,False,False
ngangityemerri,,797,ngg,nam,{},-14.25,130.416666667,Australia,,Ngan'gityemerri,1319,False,False
ngankikurungkurr,,797,ngk,nam,{},-14.0,130.5,Australia,,Ngankikurungkurr,1939,False,False
ngarinyeri,,791,ngr,nay,{},-36.0,140.0,Australia,,Ngarinyeri,821,False,False
ngarinyman,,793,ngy,nbj,{},-16.5,130.5,Australia,,Ngarinyman,187,False,False
ngarla,,793,nlr,nrk,{},-20.0,119.0,Australia,,Ngarla,2567,False,False
ngarluma,,793,nlu,nrl,{},-20.8333333333,117.5,Australia,,Ngarluma,419,False,False
ngawun,,794,ngw,nxn,{},-19.0,141.5,Australia,,Ngawun,1320,False,False
ngbaka (mabo),,287,nbm,nbm,{},3.56,18.36,Africa,,Ngbaka (Ma'bo),2679,False,False
ngbaka (minagende),,537,ngb,nga,{},3.5,20.0,Africa,,Ngbaka (Minagende),1321,False,False
ngbandi,,287,ndi,"nbw, ngb",{},3.75,22.0,Africa,,Ngbandi,571,False,False
ngemba,,274,nge,nge,{},6.2,10.0,Africa,,Ngemba,188,False,False
ngiti,,299,nti,niy,{},1.33333333333,30.25,Africa,,Ngiti,2377,False,True
ngiyambaa,,791,ngi,wyb,{},-31.75,145.5,Australia,,Ngiyambaa,2495,True,True
ngizim,,6,ngz,ngi,{},12.0833333333,10.9166666667,Africa,,Ngizim,2279,False,False
ngombe,,274,nbe,ngc,{},3.0,23.0,Africa,,Ngombe,725,False,False
ngoni,,274,ngo,ngo,{},-11.0,36.0,Africa,,Ngoni,1698,False,False
nguna,,87,ngu,llp,{},-16.9166666667,168.5,Papunesia,,Nguna,1194,False,False
nhanda,,793,nha,,{},-27.0,114.166666667,Australia,,Nhanda,1699,False,False
nharo,,210,nro,nhr,{},-22.3333333333,20.5,Africa,,Nharo,572,False,False
nias,,521,nia,nia,{},1.0,97.75,Papunesia,,Nias,2081,False,False
nicobarese,,68,nic,ncb,{},7.0,93.8333333333,Eurasia,,Nicobarese,189,False,False
nicobarese (car),,68,nca,caq,{},9.0,93.0,Eurasia,,Nicobarese (Car),2253,False,False
nigerian pidgin,,331,npi,pcm,{},6.5,3.33333333333,Africa,,Nigerian Pidgin,726,False,False
nihon shuwa (japanese sign language),,330,nih,jsl,{},36.0,139.0,Eurasia,,Nihon Shuwa (Japanese Sign Language),420,False,False
nimboran,,323,nim,nir,{},-2.5,140.166666667,Papunesia,,Nimboran,1561,False,False
ningil,,428,nin,niz,{},-3.5,142.25,Papunesia,,Ningil,727,False,False
nisenan,,345,nsn,nsz,{},39.0,-121.0,North America,,Nisenan,1562,False,False
nisgha,,352,nsg,ncg,{},55.0,-130.0,North America,,Nisgha,2005,False,False
nitinaht,,481,nit,dtd,{},48.6666666667,-124.75,North America,,Nitinaht,421,False,False
niuafoou,,87,nif,num,{},-15.5666666667,-175.616666667,Papunesia,,Niuafo'ou,422,False,False
niuean,,87,niu,niu,{},-19.05,-170.116666667,Papunesia,,Niuean,2118,False,False
nivacle,,249,chu,cag,{},-23.5,-60.5,South America,,Nivacle,1300,False,False
nivkh,,324,niv,niv,{},53.3333333333,142.0,Eurasia,,Nivkh,2471,False,True
nivkh (south sakhalin),,324,nvs,niv,{},47.0,142.5,Eurasia,,Nivkh (South Sakhalin),890,False,False
nkem,,274,nke,isi,{},6.58333333333,8.58333333333,Africa,,Nkem,945,False,False
nkonya,,275,nkn,nko,{},7.16666666667,0.25,Africa,,Nkonya,1772,False,False
nkorekiga,,274,nko,cgg,{},-0.916666666667,29.8333333333,Africa,,Nkore-Kiga,2421,False,True
nobiin,,307,nob,fia,{},21.0,31.0,Africa,,Nobiin,1415,False,False
nocte,,388,noc,njb,{},27.0,95.5,Eurasia,,Nocte,1615,False,False
noghay,,19,nog,nog,{},44.0,46.0,Eurasia,,Noghay,1475,False,False
noghay (karagash),,19,nok,nog,{},47.5,47.25,Eurasia,,Noghay (Karagash),190,False,False
nomatsiguenga,,536,nom,not,{},-11.6666666667,-74.5,South America,,Nomatsiguenga,573,False,False
noni,,274,non,nhu,{},6.41666666667,10.5833333333,Africa,,Noni,2128,False,False
noon,,822,noo,snf,{},14.8333333333,-16.8333333333,Africa,,Noon,2119,False,False
norsk tegnsprak,,330,nte,nsl,{},61.0,9.0,Eurasia,,Norsk Tegnspråk,191,False,False
norwegian,,181,nor,nob,{},61.0,8.0,Eurasia,,Norwegian,2295,False,False
nsenga,,274,nse,nse,{},-14.5,30.8333333333,Africa,,Nsenga,1322,False,False
ntomba,,274,nto,nto,{},-2.0,18.3333333333,Africa,,Ntomba,997,False,False
nuaulu,,75,nua,"nni, nxl",{},-3.25,129.166666667,Papunesia,,Nuaulu,2067,False,False
nubi,,331,nub,kcn,{},0.666666666667,32.0833333333,Africa,,Nubi,574,False,False
nubian (dongolese),,307,nbd,dgl,{},18.25,30.75,Africa,,Nubian (Dongolese),2394,False,True
nubian (kunuz),,307,nku,xnz,{},23.0,33.0,Africa,,Nubian (Kunuz),1476,False,False
nuer,,320,nue,nus,{},8.33333333333,32.0,Africa,,Nuer,1909,False,False
nukak,,114,nuk,mbr,{},2.5,-71.5,South America,,Nukak,423,False,False
